Tackles_TklW,Goal_Kicks_Att,For_Day,Pass_Types_Dead,Tackles_Att_3rd,Carries_1/3,Penalty_Kicks_PKatt,For_Date,Medium_Cmp%,Performance_OG,Challenges_Lost,For_Venue,Pass_Types_TB,Passes_Launch%,Medium_Cmp,Expected_xG,Expected_G_xG,Goal_Kicks_AvgLen,Challenges_Tkl,Tackles_Def_3rd,Expected_np_G_xG,Medium_Att,Long_Att,Standard_Dist,Performance_PKwon,Unnamed_23_Tkl+Int,Penalty_Kicks_PKA,For_Time,Challenges_Tkl%,Passes_AvgLen,Performance_Fld,Take_Ons_Tkld,Take_Ons_Succ,For_Round,Passes_Att_(GK),Total_Cmp%,Carries_CPA,Short_Cmp%,Long_Cmp%,Performance_CS,Performance_Save%,Performance_Saves,Passes_Thr,Unnamed_25_Err,For_Poss,Unnamed_24_Clr,Unnamed_31_PrgP
10,6,Sun,63,2,10,1,2025-10-05,90.9,0,3,Away,1,18.2,180,2.2,-1.2,14.7,8,9,1.5,198,33,17.0,1,23,1,16:15,72.7,24.7,18,6,9,Matchweek 8,33,83.8,7,87.7,42.4,0,40.0,1,3,0,60,18,42
